RESULTADO	PROGRAMA	CLASIFICACION	NPERSONAS	NIVELEDUC	OCUPADO	HOMBRE
1.0864611	1	11	3	6	1	0
.99075353	1	13	3	8	1	1
.6970883	0	-1	4	0	1	1
-.11628868	0	-1	4	0	1	1
.23400654	0	-1	4	8	0	1
.97654825	1	14	4	9	1	0
.46700037	1	2	4	11	0	0
.35182592	1	4	5	5	1	0
1.0938545	1	2	5	5	1	1
.27719364	1	2	5	5	1	0
-1.310546	0	-1	6	4	1	1
.62517446	1	8	6	8	1	0
.68020409	1	12	6	11	1	1
-.042158157	0	-6	7	0	1	0
.45262247	0	-1	7	6	1	1
1.6739891	0	-1	10	11	1	1
1.9685806	1	11	2	4	1	1
.37690097	0	-8	5	2	0	1
.3250393	0	-1	4	2	1	1
1.591547	1	16	2	8	1	0
.71486878	1	15	3	9	1	0
.54079461	0	-1	4	0	1	0
.085298076	1	2	4	11	0	0
.28956437	1	2	5	5	1	0
.2978318	1	5	5	5	1	0
.45285577	1	2	5	5	1	0
.93143624	1	5	5	5	1	0
.96066195	1	14	5	11	1	0
-.14174533	0	-4	6	0	1	0
.32253635	1	1	6	5	1	0
-.25955266	0	-7	9	3	1	1
1.6451811	1	5	4	4	1	1
1.4241908	1	9	5	9	1	0
.025498711	0	-3	7	5	1	1
1.1636444	1	14	4	9	1	1
.046690315	0	-3	6	2	1	1
1.0907464	1	2	3	2	1	0
1.1229393	1	9	3	5	1	1
.75361788	1	11	3	5	1	1
.58318442	1	9	3	5	1	1
.66488701	1	10	3	5	1	1
.73056895	1	9	3	5	1	1
.71818012	1	9	4	5	1	1
1.0715444	1	11	4	6	1	1
.3246794	1	11	4	6	1	0
.4200052	1	10	4	7	1	1
1.3838564	1	9	4	7	1	0
1.0364591	1	15	4	11	1	1
-.11914164	0	-2	5	1	1	1
.4827292	1	4	5	5	1	0
.86955202	1	9	5	8	1	1
.45642897	1	9	5	8	1	1
.78565741	1	9	5	8	1	1
.5934822	1	9	5	9	1	1
.52565295	0	-1	6	5	1	0
1.4646132	1	11	5	9	1	0
.33372325	0	-1	7	7	1	1
.9058134	1	7	3	3	1	0
1.9521761	1	7	3	3	1	0
.58252692	1	9	6	9	1	0
2.2569022	1	8	7	11	1	0
.68000025	1	8	7	11	1	0
1.3801113	1	14	2	6	1	1
.23733783	1	0	3	8	0	1
1.6442952	1	14	3	8	1	0
.71046752	1	14	3	8	1	1
.68309325	1	4	3	9	0	1
.87417418	0	-1	4	0	1	1
.066586204	0	-7	5	4	0	1
.49982581	1	3	5	5	1	0
1.1187428	1	5	5	5	1	0
1.3196862	1	14	5	11	1	1
.49562085	1	0	6	5	1	0
1.4205706	1	0	6	6	1	0
1.1063397	0	-8	9	2	1	1
.5562613	1	12	4	8	1	1
.64374155	1	10	5	8	1	0
.66154081	1	0	6	5	1	0
.65335548	1	8	3	3	1	1
.85623837	1	8	3	3	1	0
.60227996	1	5	3	9	0	1
1.0075589	1	17	3	11	1	0
2.0934401	1	16	3	11	1	1
1.3426394	0	-4	4	5	0	0
.60097426	1	8	4	5	1	0
.65534407	1	8	4	5	1	1
.83663702	1	6	4	5	1	1
1.7873869	1	7	4	5	1	0
1.1469573	1	6	4	5	1	1
.43667537	1	9	4	5	1	1
1.51237	1	6	4	5	1	0
.47299832	1	6	4	5	1	1
.62400073	1	9	4	5	1	0
.33446491	1	8	4	5	1	0
.65227658	1	8	4	5	1	0
.57790673	1	9	4	5	1	1
.89878559	1	8	4	5	1	0
1.1291471	1	8	4	5	1	0
.88675857	1	9	4	5	1	0
.3378326	1	6	4	5	1	0
.81929612	1	6	4	5	1	0
1.2480283	1	17	4	13	1	1
1.3554476	1	16	4	13	1	1
.71721393	1	0	5	3	1	1
.74175131	1	0	5	3	1	1
.52919328	1	6	5	6	1	0
2.3315823	1	7	5	7	1	1
.81612033	1	8	5	7	1	0
1.3830419	1	17	5	14	1	1
.79349357	1	8	6	9	1	0
.31906551	0	-9	7	3	0	0
.1802226	0	-8	11	5	1	0
1.1727322	1	16	3	11	1	0
1.5048785	1	2	3	2	1	1
.55025417	0	-4	8	5	1	1
.48391899	0	-1	8	7	1	0
.95123392	1	11	2	4	1	1
.51153743	1	6	4	5	1	1
.33556849	0	-1	5	9	0	1
.20183584	0	-4	6	0	1	1
.34807581	0	-3	7	2	1	0
-.29863709	1	9	3	5	1	1
1.1262878	1	12	3	6	1	0
-.013572866	0	-1	4	0	1	1
1.2054547	1	12	4	8	1	1
.77516747	1	11	4	8	1	1
-.84786379	0	-3	5	1	1	1
.32688859	1	5	5	5	1	1
.87789088	1	0	6	6	1	1
-.054028433	0	-3	8	4	1	0
.21157826	1	4	4	4	1	1
1.4343905	0	-1	6	5	1	0
.55512261	0	-3	6	3	1	1
.18667172	0	-1	3	0	1	0
.51096988	1	4	3	2	1	1
-.088044323	0	-6	8	1	1	0
.83623368	1	6	2	1	1	1
1.0529122	1	8	3	11	0	1
1.5745761	1	5	4	3	1	1
.98111743	1	2	4	3	1	0
.1086567	1	2	4	3	1	0
.22823417	1	2	4	3	1	1
.48114017	1	2	4	3	1	1
.73744953	1	2	4	3	1	1
1.8611118	1	5	4	3	1	1
.61681062	1	4	4	4	1	0
.50456452	1	5	4	11	0	1
.604101	1	2	4	11	0	0
.22395468	1	0	5	3	1	1
.78441185	1	2	5	5	1	1
.34196091	1	4	5	5	1	1
.23134947	1	2	5	5	1	1
.58050323	1	2	5	5	1	1
1.3991278	1	14	5	11	1	0
.32179812	0	-1	8	7	1	0
1.9777889	1	14	5	11	1	0
.78919935	1	10	4	6	1	1
-.073234245	1	6	5	7	1	0
.55490291	1	9	3	5	1	1
.51707983	1	9	3	5	1	0
1.0642238	1	8	3	11	0	1
.31797329	0	-1	4	0	1	1
.48741686	1	9	4	5	1	1
1.7426612	1	8	4	5	1	0
-.63934112	1	6	4	5	1	0
.52663523	1	6	4	5	1	1
.8217907	1	7	4	5	1	0
1.1231558	1	11	4	7	1	1
1.695419	1	9	4	7	1	0
-.089891553	1	6	4	12	0	0
.38947609	0	-3	5	1	1	1
.84546584	1	8	5	6	1	0
.70434266	1	7	5	7	1	0
-.071817875	0	-3	6	3	1	0
.74196148	0	-5	6	7	0	0
.31040695	0	-8	8	7	0	1
.60322553	1	8	4	5	1	0
1.1173191	1	6	4	5	1	0
.65180242	1	6	4	5	1	1
.75707632	1	7	4	5	1	1
1.6041589	1	8	4	5	1	1
.57331657	1	6	4	5	1	1
.61263669	1	6	4	5	1	0
-.080049179	1	8	5	6	1	1
.6954127	1	8	5	6	1	1
2.0883572	1	8	5	6	1	0
.68203014	1	7	7	11	1	0
.5721029	1	7	7	11	1	0
.12145838	1	6	3	11	0	1
.66066372	1	6	4	5	1	0
-.045081478	1	7	4	5	1	0
.37101415	1	9	4	5	1	0
.87619597	1	6	4	5	1	1
.71428353	1	8	4	5	1	0
.69972342	1	8	4	5	1	0
.87338132	1	8	5	7	1	1
.16486171	1	8	4	5	1	1
1.021899	1	9	3	5	1	1
.93462783	1	14	3	8	1	0
1.8509496	1	14	3	8	1	1
1.0949636	1	13	3	8	1	1
2.7467456	1	15	3	9	1	1
2.1017368	1	15	3	9	1	0
1.053494	1	17	3	11	1	0
.5139159	0	-1	4	2	1	0
.28623199	1	6	4	5	1	0
.85995871	1	8	4	5	1	0
.77616382	1	8	4	5	1	1
.4156225	1	8	4	5	1	0
.55991131	1	8	4	5	1	0
.65065056	1	8	4	5	1	1
1.5647092	1	6	4	5	1	0
1.5279222	1	12	4	8	1	1
.56874502	1	0	4	9	0	0
.96327859	1	14	4	9	1	0
1.0996876	1	13	4	9	1	1
1.24823	1	14	4	9	1	0
1.3263056	1	14	4	10	1	1
.72493094	1	0	5	4	1	1
.28853622	1	2	5	5	1	0
.75238091	1	14	5	11	1	1
1.0123794	1	13	5	11	1	0
.49424422	0	-2	6	2	1	0
2.2832034	1	0	6	5	1	0
.65118283	1	3	6	7	1	1
.3935177	1	6	6	8	1	1
1.3529024	0	-1	7	7	1	0
.85557449	1	6	7	11	1	0
.53215015	0	-1	9	11	1	0
1.0741783	1	12	4	10	1	1
.3021369	0	-10	7	0	0	1
-.32550529	0	-7	6	4	0	1
-1.2129688	0	-8	6	4	0	1
1.3679279	1	14	2	7	1	1
1.3795804	1	8	3	3	1	0
.89232969	1	8	3	3	1	0
.60123402	1	8	3	11	0	0
1.2750276	1	16	3	11	1	1
.38613579	1	3	4	4	1	1
.84090281	1	6	4	5	1	0
1.3795224	1	8	4	5	1	1
.83755112	1	8	4	5	1	0
.71639597	1	8	4	5	1	1
1.5612085	1	8	4	5	1	1
.97377843	1	8	4	5	1	1
1.4112576	1	8	4	5	1	1
.5563224	1	6	4	5	1	1
.80280793	1	14	4	9	1	1
.90987474	1	0	6	5	1	0
.69328076	0	-9	9	0	1	1
1.3953475	0	-10	8	1	0	0
1.6126674	1	15	4	11	1	0
.4788844	1	9	5	8	1	1
.50200176	1	0	6	5	1	0
.24823897	1	2	6	7	1	0
-.37202743	0	-4	7	9	0	1
1.2307806	1	13	4	9	1	0
-1.0641021	1	12	3	6	1	0
1.1945515	1	12	3	6	1	0
2.2494969	1	13	3	8	1	0
1.914876	1	14	3	8	1	1
1.691578	1	16	3	11	1	1
1.6703703	1	12	3	13	0	1
.037064064	0	-1	4	1	1	1
.2368872	0	-3	4	4	0	0
.67269218	0	-3	4	5	0	1
.42285711	1	8	4	5	1	0
1.0397077	1	9	4	6	1	0
.94537157	1	12	4	8	1	0
1.0770154	1	11	4	8	1	0
.99267352	1	2	5	5	1	0
.83654517	1	6	5	7	1	0
.45775717	1	4	6	7	1	1
.89441621	1	12	6	11	1	1
.29727739	0	-1	7	5	1	1
.53089476	1	7	7	11	1	0
1.1994219	0	-3	7	3	1	0
.71484268	1	5	5	5	1	1
.43002105	1	4	5	5	1	0
.25199237	0	-4	6	1	1	1
.55118769	1	9	3	5	1	0
1.5247942	1	9	4	7	1	1
1.2217566	0	-7	8	2	1	0
.67413718	1	8	4	5	1	0
.37899345	1	14	4	9	1	0
1.3974549	1	16	4	11	1	0
1.0139436	1	2	5	5	1	1
1.9417446	1	3	5	5	1	1
-.012450116	1	2	5	5	1	1
.40860632	1	4	5	5	1	0
-.87604958	0	-4	6	0	1	1
-.3217167	0	-2	5	2	1	1
.31022036	0	-2	5	1	1	1
1.083769	1	0	4	2	1	0
.83611065	1	7	6	9	1	0
.52125901	1	1	6	5	1	0
-.12407707	0	-8	9	1	1	1
-.45800057	0	-7	9	2	1	0
1.4366097	1	19	2	11	1	1
.56258279	1	9	3	4	1	0
2.0081882	1	11	3	4	1	1
.84182549	1	10	3	4	1	1
.23435374	0	-2	3	5	0	1
.73446125	1	10	3	5	1	0
.8350237	1	9	3	5	1	0
.69621533	1	10	3	5	1	0
.78236282	1	9	3	5	1	0
.52394831	1	9	3	5	1	1
.68770975	1	11	3	5	1	0
.53404558	1	9	3	5	1	1
.85724038	1	9	3	5	1	0
.41959167	1	9	3	5	1	1
2.1884389	1	8	4	5	1	1
1.33833	1	9	4	6	1	0
1.1941229	1	11	4	6	1	1
1.4788862	1	9	4	7	1	0
1.1146574	1	10	4	7	1	1
1.1257219	1	13	4	9	1	0
1.562791	0	-3	5	0	1	1
1.0398471	1	3	5	5	1	0
.72190201	1	4	5	5	1	1
.27639773	1	2	5	5	1	0
.25914884	1	8	5	6	1	1
.3964676	1	9	5	8	1	0
.65655142	1	9	5	8	1	0
2.5004802	1	9	5	8	1	1
.70152622	1	9	5	8	1	1
.57475251	1	11	5	8	1	1
.46988496	1	9	5	8	1	1
.85457033	1	9	5	8	1	0
1.4051989	1	9	5	8	1	1
.76209152	1	11	5	9	1	0
.7605716	1	13	5	11	1	0
.34236059	1	14	5	12	1	0
.25459123	0	-3	6	2	1	0
.19577785	0	-2	6	3	1	0
.58075774	1	9	6	9	1	1
.0088789286	0	-1	7	5	1	0
.8609702	0	-1	7	5	1	0
2.1522746	0	-5	5	5	0	0
.32197726	0	-1	6	5	1	1
-.71409857	1	3	4	3	1	1
1.8518795	1	9	4	7	1	1
.92002791	1	13	4	9	1	1
.93131346	1	14	4	9	1	1
.89627182	1	14	4	10	1	1
2.0397022	1	14	4	10	1	1
.19746551	0	-1	5	3	1	1
.51841897	1	0	5	4	1	1
.16739695	0	-3	5	6	0	1
.55949181	1	14	5	11	1	1
3.0456114	1	13	5	11	1	0
.89510655	1	14	5	12	1	0
-.047688298	1	1	6	5	1	0
1.0083364	1	9	2	3	1	1
1.9137352	1	12	3	6	1	0
1.1840792	1	14	3	7	1	1
1.4869356	1	14	3	7	1	1
.60810542	1	6	3	11	0	1
1.0159118	1	8	4	5	1	0
-.418311	1	8	4	5	1	1
1.630087	1	14	4	11	1	1
-.72558296	1	1	5	3	1	1
.19406351	1	2	5	5	1	1
-.065776236	1	4	5	5	1	1
-.05659027	1	8	5	6	1	1
.50272852	1	6	5	6	1	0
1.0963222	1	6	5	7	1	0
2.0148826	1	6	5	7	1	0
.92407602	1	8	5	7	1	0
-.54412591	1	8	5	7	1	0
-.95795858	1	1	5	11	0	0
1.4252138	1	17	5	15	1	0
.39877355	0	-3	7	2	1	1
2.6476865	0	-5	7	9	0	1
1.2619091	1	8	7	11	1	1
.16329959	1	8	7	11	1	0
.57830918	0	-4	8	5	1	1
.024755606	0	-1	8	7	1	1
.84220165	0	-3	10	8	1	1
.50289685	1	4	5	5	1	1
1.6592222	1	9	3	5	1	1
.57678694	1	9	3	5	1	0
.79980356	1	9	3	5	1	1
1.8290366	1	14	3	7	1	0
.27565429	0	-1	4	0	1	1
1.3388894	1	9	4	5	1	1
.58023924	1	10	4	6	1	1
.23833551	1	11	4	7	1	0
.025096724	1	9	4	7	1	1
1.1346732	1	9	4	7	1	1
.76972544	1	9	4	7	1	0
1.0567383	1	12	4	8	1	1
1.641987	1	11	4	8	1	1
1.9181437	1	8	4	12	0	1
1.7953941	1	9	5	8	1	0
1.3506557	1	11	5	9	1	1
.81778556	1	10	3	4	1	0
.94123113	1	9	3	5	1	0
1.6130041	1	9	3	5	1	1
.78964347	1	9	4	6	1	0
.46551803	1	9	4	6	1	0
.65487361	1	9	4	7	1	1
.74755377	1	0	4	2	1	1
1.3975921	1	8	4	5	1	0
.21670826	1	6	3	3	1	0
.76749647	1	8	4	5	1	1
.94008207	1	9	3	5	1	1
.0065487968	0	-10	7	0	0	1
-.19674261	0	-9	9	4	0	1
1.6554114	1	11	2	3	1	1
1.2001216	1	16	2	7	1	1
-.54034358	1	3	3	1	1	0
.88221157	1	15	3	9	1	1
1.4315127	1	15	3	9	1	1
.29317394	1	5	4	3	1	1
1.8318832	1	5	4	3	1	1
.30359748	1	3	4	3	1	1
.57315797	1	2	4	3	1	1
.16884816	1	4	4	4	1	1
1.1097436	1	4	4	4	1	0
.38857919	1	2	4	4	1	1
.0027117599	1	6	4	5	1	1
.97332358	1	11	4	7	1	0
1.2487489	1	12	4	8	1	1
1.008195	1	12	4	8	1	1
.37788126	1	14	4	10	1	1
.99417841	1	14	4	11	1	1
1.1324762	0	-4	5	5	0	1
-.19165958	1	4	5	5	1	0
.348777	1	4	5	5	1	0
.93399215	1	1	5	5	1	0
-.27480143	1	2	5	5	1	1
.42342153	1	5	5	5	1	1
.84109634	1	5	5	5	1	1
.71828735	1	2	5	5	1	0
.55038345	1	3	5	5	1	0
.42654401	1	12	5	9	1	1
-.14937708	0	-1	6	5	1	1
.98893231	1	0	6	6	1	1
.75795352	1	4	6	7	1	0
1.0048712	1	2	7	16	0	1
-.038010187	1	4	8	11	1	1
-.54059368	0	-9	9	5	0	0
.14521149	1	10	5	8	1	0
.54317224	1	2	5	5	1	1
.56056565	1	9	5	8	1	1
1.4047145	0	-1	7	5	1	0
.45783287	0	-3	7	3	1	0
.97856957	1	6	3	3	1	1
1.1005604	1	9	3	5	1	1
.45275736	1	9	3	5	1	1
.69990391	1	9	3	5	1	0
.87059063	1	9	3	5	1	1
.67162204	1	9	4	6	1	1
1.1095932	1	11	4	6	1	1
-.21576273	1	9	4	6	1	0
.69425094	1	9	5	8	1	1
.97548592	1	13	5	11	1	1
.45197865	0	-2	6	2	1	0
-.16751023	0	-1	6	4	1	1
.5297277	1	5	6	7	1	1
.9051407	1	11	8	14	1	0
1.0922719	1	15	4	11	1	0
.78872043	1	6	6	8	1	0
.090447269	0	-5	8	3	1	1
1.4513386	0	-1	6	5	1	0
.29139048	1	0	6	5	1	1
1.0619652	1	11	3	5	1	1
.0087440629	1	9	3	5	1	1
1.3935535	1	14	3	7	1	0
1.0018755	1	14	3	8	1	0
.20567413	1	11	4	8	1	0
.62692207	1	14	4	9	1	1
.62739873	1	14	4	9	1	1
1.7200462	1	14	4	9	1	0
.20873427	1	13	4	9	1	1
1.3382124	1	13	4	10	1	1
.42345124	0	-1	5	3	1	1
.77536809	1	12	5	9	1	0
.69574726	1	13	5	11	1	0
1.5995762	1	14	5	11	1	1
.99550045	1	12	6	11	1	0
-.028618611	0	-7	7	0	1	1
-.085631922	0	-1	8	7	1	1
.49872977	1	0	6	5	1	0
.21333395	0	-3	6	3	1	1
-.29556	1	15	4	11	1	1
.32656983	0	-2	7	5	1	1
.17746301	1	0	6	5	1	1
1.4248712	1	18	2	9	1	1
.6629793	1	8	4	5	1	1
1.5854877	1	16	4	13	1	1
.75283092	1	5	5	5	1	1
.6652118	1	8	5	6	1	0
.64445668	1	6	5	6	1	0
-.11549544	0	-4	8	5	1	1
-.26447457	1	9	4	5	1	0
.46328312	1	11	3	5	1	1
2.7330234	1	11	4	7	1	1
.59130985	1	2	5	5	1	0
.50203186	1	2	5	5	1	1
.13684388	0	-4	8	3	1	0
.26550648	1	9	4	6	1	1
-.4615505	0	-4	6	0	1	0
.69734436	0	-2	3	5	0	0
.99788415	1	9	3	5	1	0
.91074389	1	9	3	5	1	0
.61409789	1	11	3	5	1	1
-.4603712	1	12	3	6	1	1
.60806435	1	12	3	6	1	0
1.4655983	1	20	3	14	1	0
1.0374553	1	9	4	6	1	0
.1380485	1	9	4	7	1	0
.72198659	1	9	4	7	1	1
.48506191	1	12	4	8	1	0
.85708839	1	16	4	11	1	1
.57717013	0	-2	5	0	1	1
.77984917	1	11	5	9	1	1
.84292507	1	12	5	9	1	0
1.0107304	1	12	5	9	1	1
1.175684	0	-1	6	4	1	0
.33002949	0	-2	6	4	1	0
-.047714561	1	8	6	9	1	0
.59376317	0	-1	7	6	1	0
.3578729	1	2	8	10	1	1
1.8244859	1	11	5	8	1	1
.53062207	1	10	3	5	1	1
.69841647	1	11	4	8	1	0
.98934817	1	16	2	8	1	0
.70977193	1	5	3	2	1	0
.96772194	1	10	3	5	1	0
.95053047	1	8	4	5	1	0
.59629464	1	7	4	5	1	0
1.4733307	1	15	4	11	1	0
1.3860157	1	16	4	11	1	0
.68015105	1	2	6	7	1	0
.99560803	1	6	6	8	1	0
1.0746193	1	0	5	4	1	1
.69760919	1	11	3	6	1	0
-.082893468	0	-7	7	0	1	1
-.19186203	0	-10	12	0	1	0
-.2691552	0	-10	12	0	1	1
1.3824103	1	8	7	11	1	0
.7655983	1	12	2	5	1	1
.62210417	1	0	3	0	1	1
.81167138	1	9	3	4	1	1
.34826726	1	10	3	4	1	1
1.4185276	1	11	3	5	1	0
.9828285	1	12	3	6	1	1
1.8807319	1	16	3	11	1	0
.79635006	1	16	3	11	1	0
2.2090585	1	17	3	11	1	1
.83812845	1	11	4	6	1	0
1.0911884	1	10	4	7	1	0
.45409843	1	11	4	7	1	0
1.2029781	0	-1	4	8	0	0
1.2569176	1	12	4	8	1	0
1.1585779	0	-2	5	0	1	1
.59198338	1	10	5	8	1	1
.88075715	1	14	5	11	1	1
.37094957	0	-2	6	3	1	0
1.5489576	1	0	6	5	1	1
1.6047189	1	1	6	5	1	1
-.87153953	1	2	6	7	1	1
.47341779	0	-4	7	1	1	0
2.5634773	1	11	2	5	1	0
.061587691	1	2	4	4	1	0
1.0634731	1	3	4	4	1	0
.27820048	1	10	4	6	1	1
1.3586175	1	12	4	8	1	0
.99972415	1	14	4	9	1	0
2.1557913	1	14	4	10	1	1
.55414665	1	16	4	11	1	0
1.3652552	1	0	5	3	1	0
2.6019094	1	9	5	8	1	1
1.1366872	1	11	5	9	1	1
.90307415	1	12	5	10	1	0
.77864629	0	-1	5	11	0	1
.76721585	1	14	5	11	1	0
1.0697471	1	14	5	11	1	0
1.0889902	1	12	5	11	1	0
1.4268979	1	14	5	11	1	1
.77618915	1	0	6	5	1	1
.38231784	1	1	6	6	1	1
-.36485183	1	4	6	7	1	1
.8931579	1	11	6	11	1	0
.8072983	1	12	3	14	0	1
.91133213	1	11	3	6	1	0
.64199406	1	12	4	8	1	1
.99387425	1	12	4	8	1	0
1.8044292	1	11	5	9	1	1
.74774039	1	12	5	10	1	0
.77223468	1	11	6	11	1	0
1.1424098	1	12	6	11	1	0
.8689571	1	12	4	8	1	1
.83841407	1	12	2	4	1	1
.56635654	1	4	5	5	1	0
.75667781	1	9	3	5	1	1
.46539265	1	4	4	3	1	0
1.2198203	1	16	3	11	1	0
1.571214	1	5	3	2	1	1
.59150392	1	8	3	3	1	1
.41606003	1	12	3	6	1	0
2.5099976	1	14	3	7	1	0
1.2908306	1	17	3	10	1	0
.7795186	1	8	3	11	0	0
1.1246673	1	17	3	11	1	1
1.3622687	1	16	3	11	1	1
1.7767841	1	17	3	11	1	0
1.2944895	1	8	4	5	1	0
1.4330838	1	8	4	5	1	0
-.14417094	1	6	4	5	1	1
.37506282	1	7	4	5	1	1
1.1024984	1	8	4	5	1	1
1.1234338	1	8	4	5	1	0
.81850213	1	12	4	8	1	1
.86140221	1	12	4	8	1	0
1.1063658	1	12	4	8	1	0
.75113267	1	14	4	9	1	1
.59739935	1	13	4	9	1	0
.511078	1	8	5	6	1	1
1.3012747	1	12	5	9	1	0
.78487951	1	12	5	9	1	1
1.1634014	1	12	5	10	1	1
1.1588033	1	17	5	14	1	1
1.6958058	1	12	6	11	1	1
.27552998	0	-4	7	3	1	0
.15718044	0	-2	7	5	1	1
.70743877	1	7	7	11	1	1
-.38641551	1	9	4	6	1	1
.10585637	1	4	5	5	1	1
1.0266978	1	17	3	11	1	1
-.7512145	1	10	6	10	1	1
.45630062	1	4	4	3	1	0
.84203243	1	11	2	4	1	1
-.028072072	1	12	3	6	1	1
1.5660408	1	15	3	9	1	0
1.7172203	1	17	3	11	1	1
.60998631	1	6	4	5	1	1
.71719593	1	11	4	8	1	1
1.0982111	1	0	6	5	1	1
.38863444	0	-1	8	8	1	1
.92911631	1	4	4	3	1	0
.82894015	1	8	5	6	1	0
-.61028695	1	6	7	11	1	1
-.019225525	1	19	5	14	1	1
.83594084	0	-1	7	5	1	0
.25947672	0	-1	7	5	1	1
.54243821	1	14	2	8	1	1
1.5380189	1	16	2	8	1	1
1.5917852	1	16	3	9	1	0
.83365756	0	-1	4	0	1	1
.48390123	0	-2	4	0	1	1
.63911438	1	8	4	5	1	0
.51220387	1	8	4	5	1	1
1.1674886	1	9	4	6	1	1
.80402416	1	2	4	11	0	0
.53340238	1	15	4	11	1	1
.81997049	1	15	4	11	1	1
1.1600553	1	15	4	11	1	0
.60367936	1	15	4	11	1	1
.98731393	1	16	4	11	1	0
.30541453	0	-2	5	2	1	1
-.30008161	1	2	5	5	1	0
.28115225	1	4	5	5	1	1
.55003184	0	-1	5	9	0	1
.41945666	0	-1	5	9	0	1
.66006225	1	4	6	7	1	1
.56011361	0	-1	7	5	1	1
.21414527	0	-4	10	6	1	0
1.134535	1	8	4	5	1	1
.97657603	1	14	5	11	1	0
.18705477	0	-1	7	5	1	1
1.1261334	1	12	4	8	1	1
.048630785	0	-8	5	2	0	0
1.5579922	0	-3	8	5	1	0
.90419304	0	-1	8	7	1	1
.26506138	0	-1	8	7	1	1
.50360745	0	-4	5	6	0	1
.83213025	1	9	5	8	1	1
.80291241	1	0	3	0	1	1
.50931823	1	8	4	5	1	0
.94518757	1	12	4	8	1	0
.43026963	0	-2	5	2	1	0
1.7148871	1	0	6	5	1	0
1.1574112	1	12	6	11	1	0
.85325152	1	12	3	14	0	1
1.3287958	1	14	3	8	1	1
1.0066408	1	9	5	8	1	0
.46207011	1	0	8	9	1	0
.55119056	0	-4	9	4	1	0
.70272726	1	11	4	6	1	1
.80096555	1	12	2	5	1	0
1.8770041	1	15	2	8	1	0
.96243221	1	20	2	14	1	0
.86914337	1	12	3	7	1	1
.76603127	1	14	3	7	1	1
1.3476571	1	13	3	7	1	0
.37433994	1	1	3	8	0	0
.92024833	1	14	3	8	1	1
1.1635746	1	14	3	8	1	1
2.0903101	1	8	4	5	1	0
1.0224407	1	13	4	9	1	0
1.0808431	1	13	4	9	1	0
.83406144	1	14	4	9	1	0
1.2578105	1	13	4	10	1	0
.91671115	1	14	4	10	1	0
.40772438	1	15	4	11	1	1
.89203489	0	-9	5	0	0	1
.80726558	0	-2	5	0	1	0
.40232721	1	1	5	11	0	0
1.3712196	1	14	5	11	1	1
1.135752	1	13	5	11	1	0
.82062685	1	14	5	11	1	1
1.1371139	1	14	5	11	1	1
.99414051	1	14	5	11	1	1
.92309731	1	13	5	11	1	1
.77564704	1	0	6	5	1	0
.61821181	0	-1	6	5	1	0
-.047273926	0	-3	7	11	0	0
2.0038049	1	12	7	13	1	1
1.368668	1	6	5	7	1	1
.8835662	1	14	3	7	1	0
.93747205	1	14	5	11	1	0
2.1979327	1	14	5	11	1	0
.34797582	0	-9	11	0	1	0
.99127233	1	18	2	9	1	0
1.0624958	1	17	3	11	1	1
1.3510034	1	8	4	5	1	0
1.2399544	1	6	4	5	1	0
.55074364	1	8	4	5	1	0
.61747181	1	6	4	5	1	0
-.77828848	1	11	4	6	1	0
.06284783	1	11	4	8	1	0
1.1330374	1	2	5	5	1	1
1.1998477	1	2	6	7	1	0
.40433371	0	-3	7	3	1	0
2.0679605	0	-3	8	4	1	1
.0067152083	1	5	5	5	1	0
.11700762	1	2	5	5	1	0
.294485	1	5	5	5	1	1
.28397623	1	2	5	5	1	0
.35362908	0	-10	12	5	0	1
1.9360223	1	8	4	5	1	1
1.2417419	1	18	4	12	1	0
.75472534	1	12	2	5	1	0
.60470927	1	12	3	6	1	0
.96785319	1	12	3	6	1	0
.62154227	1	8	4	5	1	1
1.6856543	1	12	4	8	1	0
.84019977	1	11	4	8	1	0
1.0247561	1	12	4	8	1	0
.78319389	1	12	4	8	1	0
.35972202	1	12	4	8	1	1
.71603709	1	4	5	5	1	1
.74398804	1	11	5	9	1	1
1.0447468	1	12	5	10	1	1
.084349081	1	12	6	11	1	0
.5965811	1	12	6	11	1	0
1.2027425	1	12	6	11	1	0
.44588652	0	-1	9	10	1	1
1.7472582	1	19	2	11	1	1
1.9167991	0	-9	7	2	0	1
.794626	1	15	3	9	1	1
1.2806524	1	15	4	11	1	1
1.0754241	1	16	4	11	1	0
3.1821208	1	0	6	5	1	0
.84736311	1	8	5	6	1	0
.9089945	1	9	3	5	1	1
.85389864	1	13	3	7	1	0
-.035952091	1	14	3	7	1	1
1.1374619	1	14	3	7	1	1
.81037217	1	13	4	9	1	0
.59588087	1	14	4	9	1	0
1.4558479	1	14	4	9	1	0
1.3547077	1	0	5	3	1	1
.54377997	1	4	5	5	1	1
1.5733285	1	5	5	5	1	1
2.6839783	1	2	5	5	1	0
1.0401871	1	14	5	11	1	1
1.2665887	1	14	5	11	1	0
.95877153	1	14	5	11	1	1
.98343217	1	13	5	11	1	1
1.328045	1	12	5	11	1	1
1.3331954	0	-1	7	5	1	0
-.040417034	0	-3	8	5	1	0
1.5430733	0	-1	8	7	1	0
1.1600571	1	9	3	4	1	0
.12856723	0	-4	5	5	0	0
.83890134	1	14	3	7	1	0
1.2909201	1	13	3	8	1	1
1.3827153	1	14	3	8	1	0
.93201524	1	13	4	9	1	0
